iri,label,definition
http://lmss.sali.org/RBUwf37XdlDzrlbbYsj59WX,"Manchester Band of Pomo Indians of the Manchester Rancheria, California",
http://lmss.sali.org/RBUx3pGXBPzy7tungkkPzK5,Awadhi,Awadhi is a language that belongs to the Hindi branch of the Indo-Aryan language family and is primarily spoken in the Awadh region of Uttar Pradesh and other parts of India.
http://lmss.sali.org/RBUzLmSRAQOBjAYBCO53kBF,No Tax Advice Clause,"A ""No Tax Advice Clause"" is a provision in a contract that states that no tax advice has been given by one party to the other, and that each party is responsible for obtaining their own tax advice."
http://lmss.sali.org/RBV1YvIPuhHpckCheKwg6iO,Missouri Circuit Court - Moniteau County,A Missouri Circuit Court in Moniteau County is a specific court within the Missouri Circuit Court system that has jurisdiction over legal matters within Moniteau County.
http://lmss.sali.org/RBV3MQlbGLIUVo5fSiBZ2V4,Criminal Proceedings,"Criminal Proceedings refer to the legal process of prosecuting and punishing individuals who have been accused of committing a crime, including all related proceedings such as indictment, grand jury, sentencing, and parole."
http://lmss.sali.org/RBV7W1ybz0PqGkHKYVpngmO,Native Village of Nikolski,
http://lmss.sali.org/RBV7sRG5Rn12K0LqLOhxdRz,19th Amendment Claim,"A 19th Amendment claim is a legal assertion related to the Nineteenth Amendment of the United States Constitution, which grants citizens the right to vote regardless of sex, effectively giving women the right to vote."
http://lmss.sali.org/RBV7zJLILiRtepIdHi1f5HT,Kansas District Court - Linn County,"Kansas District Court - Linn County is a specific court within the Kansas District Court system that has jurisdiction over legal matters within Linn County, Kansas."
http://lmss.sali.org/RBVGGEdVgHfVPEPq5dLPjrS,Settlement Agreement,A Settlement Agreement is a legal document that outlines the terms and conditions agreed upon by parties to resolve a dispute or legal matter outside of court.
http://lmss.sali.org/RBVI1Asykw6zBCTkXQD7Tdp,Florida County Court - Lafayette County,Florida County Court - Lafayette County: A court of limited jurisdiction in Florida that handles civil and criminal cases within the geographical boundaries of Lafayette County.
http://lmss.sali.org/RBVPA78WQgUuu6qQ42WBD1D,"""Permitted Encumbrance"" Definition",
http://lmss.sali.org/RBVQj7fYsBw67yNXs4WI6RX,Investment Assets,"Investment assets are financial instruments or physical assets acquired with the expectation that they will generate returns or appreciate in value over time. These can include stocks, bonds, real estate, mutual funds, and other forms of financial or tangible properties."
http://lmss.sali.org/RBVUwnN6RwAYW8uSLQ9JMDN,Georgia Superior Court - Bacon County,"Georgia Superior Court - Bacon County refers to a specific court within the Georgia Superior Court system that has jurisdiction over legal matters in Bacon County, Georgia."
http://lmss.sali.org/RBVUyb38XelMKIl06TX139,Tuition Reimbursement Clause,"A tuition reimbursement clause is a provision in a contract that requires one party to pay for the educational expenses of another party, typically an employee, in exchange for certain conditions being met."
http://lmss.sali.org/RBVXMCXoBW3Ef1c3VUuU84a,Visas for Dependents and Families,"Visas for dependents and families typically allow the spouses, minor children, and sometimes other family members to accompany or join the principal visa holder in the host country. In the United States, for example, these visas often take the form of derivative visas such as F-2, J-2, H-4, and L-2, which correspond to the principal visa categories like F-1, J-1, H-1B, and L-1, respectively"
http://lmss.sali.org/RBVhZSsJP3ga5WqA0gBaPaE,Contact Name Suffix - Sr. (Senior),"The suffix ""Sr."" stands for ""Senior"" and is used after a person's full name to distinguish a father from his son when they share the same name. The usage is particularly helpful in legal, formal, or financial documents to clearly identify which individual is being referred to."
http://lmss.sali.org/RBVjbydIKkqjIFP0kPyqCJP,US Chapter 15 Bankruptcy,"Chapter 15 bankruptcy provides a way of dealing with cases that involve more than one country. The main goal of chapter 15 is to provide cooperation between a foreign debtor, foreign courts and the U.S. bankruptcy courts."
http://lmss.sali.org/RBVpHQ7fb2I2B69LOWszQjd,Justifiable Homicide,"The killing of a perpetrator of a serious criminal offense by a peace officer in the line of duty, or the killing, during the commission of a serious criminal offense, of the perpetrator by a private individual."
http://lmss.sali.org/RBVqeuh5Yby92R8jLO7O0M,Putative Parent,An alleged parent whose legal status as a parent has not yet been resolved.
http://lmss.sali.org/RBVs9U0uIoO1J8ui4sHNYiv,Arizona Superior Court - Yavapai Cty.,Arizona Superior Court - Yavapai Cty. is a specific court within the Arizona Superior Court system that has jurisdiction over legal matters within Yavapai County.
http://lmss.sali.org/RBVuyIlK4O92ljgboADUjIH,General Practitioner Malpractice,"Negligent or wrongful conduct by a general practitioner in the medical field, resulting in harm or injury to a patient, which may lead to a legal claim for compensation or damages."
http://lmss.sali.org/RBVv9pV8tJURHmMumHK4N9B,Arkansas District Court - Desha Cty.,"A court located in Desha County, Arkansas that has jurisdiction over civil and criminal cases within its geographical boundaries."
http://lmss.sali.org/RBVxfxyUpQovOvEzsMlR5wR,Biloxi,
http://lmss.sali.org/RBVzrDP3Rdsmk085IMZjJyo,Delaware Court of General Sessions,The Delaware Court of General Sessions is a court within the Delaware State Courts system that has jurisdiction over criminal and civil cases.
http://lmss.sali.org/RBW7QMNsjTXbouCQpRF7NM7,Industrial and Logistics - Real Estate Asset,"Real estate industrial property including factories, logistic centers, and warehouses."
http://lmss.sali.org/RBW9ULiPXv36gPl0prbGG8W,Securities Lending Agreement,"A Securities Lending Agreement allows the temporary transfer of securities, typically stocks or bonds, from an initial holder to another party in return for collateral, which could be cash or other securities. The agreement also outlines terms for the return of the lent securities."
http://lmss.sali.org/RBW9y6esXubLJl4QMtm0Y70,Treaties,"A signed agreement or arrangement made by negotiation between by two political authorities (usually states or sovereign governments), and usually ratified by the states' lawmaking authorities."
http://lmss.sali.org/RBWAzeRQRyYL4WHciIGaIII,Florida County Court - Nassau County,"A court located in Nassau County, Florida that has jurisdiction over certain legal matters within its geographical boundaries."
http://lmss.sali.org/RBWB2Q2OR5XOFxlOBWsoxGP,Tonawanda Band of Seneca,
http://lmss.sali.org/RBWFtmZ0jcqE6J00rlKuYKL,L340 Expert Discovery,The concept of L340 Expert Discovery refers to the process of eliciting evidence from individuals with specialized knowledge or skills to provide testimony or consultation in a legal case.
http://lmss.sali.org/RBWJ0sl9N65u3lsDkH9HFEa,Holdover Tenant,"A holdover tenant is an individual who remains in a rented property after the expiration of their lease or rental agreement. In such cases, the tenant continues to occupy the property without formal authorization or a renewed agreement with the landlord. Holdover tenancy situations often lead to legal actions, such as eviction proceedings, as the landlord seeks to regain possession of the property."
http://lmss.sali.org/RBWKzasBo3LNqauMGsxf53t,Oregon Circuit Court - Crook County,Oregon Circuit Court - Crook County: A court of law in Oregon that has jurisdiction over cases within Crook County.
http://lmss.sali.org/RBWMzkmHHzpgtd8g272MifS,International Organization Visa - Unrecognized or Non-Member Governments,"An International Organization Visa for representatives of unrecognized or non-member governments is a specialized visa category that allows individuals from entities not officially recognized as states, or from governments not currently members of specific international organizations, to attend meetings or engage in activities at those organizations. The issuance of this visa is often a sensitive diplomatic matter and may be subject to specific conditions and limitations set by the host country."
http://lmss.sali.org/RBWPUbkNplXXhqH4NNuAeF,Release and Indemnity Clause,"A Release and Indemnity Clause is a legal provision that absolves one party from liability for damages or injuries suffered by another party, and requires the other party to indemnify and hold harmless the first party from any claims or losses arising from the agreement."
http://lmss.sali.org/RBWTNMvqynzbuBEvo2wGHe7,Securities Law Claims,"Securities Law Claims refer to legal claims arising from violations of laws and regulations related to securities, such as buying securities improperly during a corporate takeover or committing securities fraud."
http://lmss.sali.org/RBWWm7M917awGxBEiWI5XsG,Letter of Credit,"A Letter of Credit is a written agreement between a buyer and a seller, typically used in international trade, in which a bank guarantees payment to the seller upon receipt of certain documents."
http://lmss.sali.org/RBWYY2uAZnK8OjExo8X6PDh,Public Comment,"A Public Comment Document is a written submission made by an individual, organization, or other stakeholder to express views, provide data, or raise concerns about a proposed rule or regulation during the public comment period. These documents become part of the administrative record and are considered by the regulating agency before finalizing the new rule, serving to inform and potentially influence the final regulation"
http://lmss.sali.org/RBWYYH8EVxFlamkT7Z7UYqi,Commercially Reasonable Efforts Antitrust Standard,"The Commercially Reasonable Efforts Antitrust Standard is a provision within antitrust efforts that requires parties to make a good faith effort to achieve a particular goal or outcome, while taking into account the costs and benefits of such efforts."
http://lmss.sali.org/RBWaTXvy8c9N7LSNwqlo1BJ,Texas Court of Appeals - 11th,The Texas Court of Appeals - 11th is a specific intermediate appellate court in Texas that hears appeals from lower courts within its jurisdiction.
http://lmss.sali.org/RBWecgOpeAzPlvHZRQx6ECC,Some Credible Evidence,"Some Credible Evidence: Evidence that is trustworthy and reliable, and has the potential to persuade a fact-finder of the truth of a proposition, which is required to be presented by a party in a legal dispute in order to meet their burden of proof."
http://lmss.sali.org/RBWh3agzjerSpR73WyqVjRy,Renter's Insurance Policy,"Renter's insurance provides coverage for a tenant's personal belongings within a rented property and may offer liability coverage for injuries that occur within the rental unit. This type of insurance does not cover the structure of the building itself, which is the responsibility of the landlord."
http://lmss.sali.org/RBWjpKwjI0n8fyQgFTJtb97,Sauk-Suiattle Indian Tribe,
http://lmss.sali.org/RBWkw4DNYTnj7GzL9yOPL9C,Pulmonology Malpractice,"Negligence or wrongdoing by a medical professional in the field of pulmonology, resulting in harm or injury to a patient."
http://lmss.sali.org/RBWm3ZY3Z4wGXQzJZ2bvPCB,Lahnda,"A language spoken in Pakistan and India, primarily in the Punjab region."
http://lmss.sali.org/RBWo88jsbY4qHzhlTFr5Np7,Regulatory Services (Non-Dispute),Any process that results a filing something with governmental entity.
http://lmss.sali.org/RBWpkjHwVr6MdCAiCT9NgJw,Georgia Superior Court - DeKalb County,"The Georgia Superior Court - DeKalb County is a specific court within the Georgia Superior Court system that has jurisdiction over civil and criminal cases in DeKalb County, Georgia."
http://lmss.sali.org/RBWtD92XVrPI50Mmh2NzXNE,Document Collection Event,A Document Collection Event is an occurrence related to the gathering and production of documents.
http://lmss.sali.org/RBWuFpc7NoedtJMsSQVQ7Gl,Indiana Circuit Court - Madison County 1,"A court of general jurisdiction in Madison County, Indiana, with the authority to hear and decide a wide range of legal cases within its geographical jurisdiction."
http://lmss.sali.org/RBWv52kXbExe8S8fvRhocNU,Contact Name Suffix - Jr. (Junior),"The suffix ""Jr."" stands for ""Junior"" and is used after a person's full name to distinguish a son from his father when they share the same name. The usage helps to identify which individual is being referred to in documents and correspondence, especially in formal or legal settings."
http://lmss.sali.org/RBWvH2Gor6O5g4wb34TemoY,Pennsylvania Court of Common Pleas -  Westmoreland County,"The Pennsylvania Court of Common Pleas - Westmoreland County is a specific court within the Pennsylvania Court of Common Pleas system that has jurisdiction over civil and criminal cases within Westmoreland County, Pennsylvania."
http://lmss.sali.org/RBWyO8tmdDoApFGBLDPq4Ep,"""All-In Yield"" Definition",
http://lmss.sali.org/RBWzcfMcxPjBiIrfzyIWoaR,Native Village of Georgetown,
http://lmss.sali.org/RBX1KA0BJR7y27zZSvaLBVE,Credit Intermediation and Related Activities,"Industries in the Credit Intermediation and Related Activities subsector group establishments that (1) lend funds raised from depositors; (2) lend funds raised from credit market borrowing; or (3) facilitate the lending of funds or issuance of credit by engaging in such activities as mortgage and loan brokerage, clearinghouse and reserve services, and check cashing services.
"
http://lmss.sali.org/RBX29Llbm21ZLXvlZoFHw5Q,regulatory_statement segment,"""As e-billing expands around the world, it is likely that local, regional or national regulations require specific information to be included on electronic invoices.  This section is designed to accommodate those requirements, to the extent that they apply to the matter/invoice level, without needing to adjust the format.

In that this information is required by statute or regulation to be provided, all information provided in this segment should be captured by the receiving system and displayed during bill review.

There will be 0 or more REGULATORY_STATEMENT segments per INVOICE segment.

The EXTEND_HEADER option was purposely omitted from this segment.
"""
http://lmss.sali.org/RBX71jV28VppdF1KMZVI5QJ,Breach of Implied Warranty of Suitability,"The Breach of Implied Warranty of Suitability refers to a violation of an unspoken guarantee that a product or service is appropriate for its intended use, resulting in harm or damage to the user."
http://lmss.sali.org/RBX75rpb8maqfgj95cwtp8H,Belarusian,"Belarusian (Language) refers to the written or spoken structured system of communication that consists of grammar and vocabulary specific to the Belarusian language, which is a member of the Slavic language family."
http://lmss.sali.org/RBXA5LJTYid9F7E9Nd4vfQY,Subcontractor,"A ""Subcontractor"" is a company or individual hired by a primary contractor to perform specific tasks or provide services as part of a larger project. Subcontractors are typically responsible for a specialized aspect of the project, and they are not directly employed by the client but rather by the primary contractor. This arrangement is common in construction, manufacturing, and various other industries where a project involves multiple specialized tasks."
http://lmss.sali.org/RBXB69INnEvGHPf5qS9apdS,Provider Office Location,Office location for the particular engagement.
http://lmss.sali.org/RBXHQl8XE3Va1jIhoYPJHXn,Performance Warranty Clause,A Performance Warranty Clause is a type of Warranty Clause that guarantees the quality and functionality of a product or service for a specific period of time.
http://lmss.sali.org/RBXIwuCHiebiYnRNELoWlw0,By Portfolio,"Engagement fee model where a client pays a predetermined fee for legal services that cover two or more matters (i.e., a portfolio of matters)."
http://lmss.sali.org/RBXL5NHWRqvuvmX1QtleDS9,Subordination Agreement,"A ""Subordination Agreement"" is a contractual arrangement where a creditor agrees to rank its claim on a debtor's assets below the claims of one or more other creditors. This legal document outlines the conditions and circumstances under which the subordinated creditor will be repaid, typically in the event of a liquidation, default, or insolvency of the debtor."
http://lmss.sali.org/RBXLxktY5N0q3aCYxxk3TGA,Request,A request is a type of trial court practice document that is filed with the court to ask for a specific action or relief.
http://lmss.sali.org/RBXMxIaY6np2I0j3UqtOeK,Ballistics Evidence,"Ballistics evidence refers to the study and analysis of firearms, bullets, and the patterns of damage they cause, particularly when a weapon is discharged. It is used in criminal investigations to link projectiles and casings found at a crime scene to a specific weapon or to determine other details of a shooting incident, such as the trajectory or distance from which a shot was fired. Expert ballisticians can match unique markings on a bullet or casing to the specific firearm that fired it, providing critical evidence in firearm-related cases."
http://lmss.sali.org/RBXOUUDPfzuxRdZOd1kgJEZ,Occupational Safety and Health Act Claim,"An Occupational Safety and Health Act (OSHA) claim is a legal action initiated by an employee or group of employees against an employer, alleging that the employer has violated safety and health regulations, failed to maintain a safe work environment, or retaliated against employees for reporting safety concerns or exercising their rights under the OSHA. The OSHA is a federal law enacted in 1970 to ensure safe and healthy working conditions for employees in the United States by setting and enforcing safety standards and regulations. Employers have a general duty under the OSH Act to provide their employees with work and a workplace free from recognized, serious hazards."
http://lmss.sali.org/RBXSNwXQHNppuziZkXfxrtd,New Hampshire Supreme Court,The New Hampshire Supreme Court is the highest court in the state of New Hampshire and serves as the final court of appeal for all legal cases within the state's jurisdiction.
http://lmss.sali.org/RBXUO9viUhUieZENrWoIbk9,New York Supreme Court - Oneida County,"The New York Supreme Court - Oneida County is a court of general jurisdiction located in Oneida County, New York, with authority to hear and decide a wide range of legal disputes within its geographical jurisdiction."
http://lmss.sali.org/RBXUc6YCuUilVK4rdtFxHOa,Spend Management,"Spend Management refers to the process of controlling and optimizing the expenses incurred by an organization, typically through the use of technology and data analysis."
http://lmss.sali.org/RBXVQ8cnzCJi3hsyglfDHKz,Conflict of Interest Risk,"Conflict of Interest Risk refers to the potential for ethical, legal, or reputational issues arising when an individual's personal interests, relationships, or obligations compromise their ability to make impartial decisions on behalf of their organization or role. These conflicts can lead to biased decision-making, decreased trust, or even regulatory penalties, ultimately impacting the organization's integrity and performance"
http://lmss.sali.org/RBXVU4vw8lOn8Q1MVwyiBuM,Runaway,A person under 18 years of age who has left home without permission of his/her parent(s) or legal guardian
http://lmss.sali.org/RBXYIdMeIpqr2E0zR4TUIqi,Change in Law Language,"A change in law language refers to a provision in a legal agreement that outlines the impact of any modifications or alterations made to existing laws on the agreement, specifically within the context of carveouts related to material adverse effect (MAE) definitions."
http://lmss.sali.org/RBXYWRRfVqe7EHO86IeXrcR,Stipulation to Appoint Resolution Advocate,"A Stipulation to Appoint Resolution Advocate is a legal agreement between parties in a dispute, where they agree to appoint a neutral third party to help resolve the dispute."
http://lmss.sali.org/RBXkndIfbrsY00eledcb9p4,Modoc,
http://lmss.sali.org/RBXlENNMqPqLLWMb9ubdsod,Pandemic or Other Public Health Event Language,"Language included in a contract that defines the impact of a pandemic or other public health event on the material adverse effect (MAE) clause, which outlines exceptions to the clause in the event of certain circumstances."
http://lmss.sali.org/RBXlobBYNwoSXUUh9hyG7YU,Individual Contributor,An Individual Contributor is an employee who specializes in performing specific tasks or roles within an organization but does not have managerial responsibilities over a team. Individual Contributors focus on executing their specialized skill sets and are evaluated based on their own performance rather than the performance of a group.
http://lmss.sali.org/RBXlyRlyC23XqOQQkufi4ag,864 SSID Title XVI (PACER NoS),Action filed with regard to social security benefits provided to Supplemental Security Income Disability under Title XVI
http://lmss.sali.org/RBXpZKEtUb90P79zVvnHHsH,Death on High Seas Act Claim,"The Death on High Seas Act (DOHSA) is a legal concept that falls under the categories of Statutory and Regulatory Claims, as well as Admiralty and Maritime Claims. It provides a framework for compensation in cases of death that occur on the high seas."
http://lmss.sali.org/RBXuNdDDsjEhgwsBBejAjWB,In-home Supportive Service Disability Benefit,"In-home supportive service disability benefit is a specific type of public assistance program designed to help individuals with disabilities receive essential care and services within their own homes rather than in institutional settings. These benefits can cover a range of services including personal care, meal preparation, and medical monitoring, and aim to enhance the quality of life for disabled individuals by enabling them to live more independently."
http://lmss.sali.org/RBXvJDVALlJ0Uzr6YqyOuT0,Timne,"Timne is a language that belongs to the Language top-level class, which is a structured system of communication consisting of grammar and vocabulary used in legal matters."
http://lmss.sali.org/RBY1Ussr6yfSVer0uxkmMLZ,Amicus,"An entity that is not involved in litigation but provides the court with input, testimony, and/or briefing."
http://lmss.sali.org/RBY4j5UKZ7L8gp0q9Wrxyge,Employment Classification,"Worker Classification refers to the categorization of an employee's work status within an organization, often defined as full-time, part-time, or contractor. These classifications dictate the terms of employment, including benefits eligibility, tax implications, and legal obligations between the employer and employee."
http://lmss.sali.org/RBY7RqQQSCz2UGSYPxbmtS4,Micmac,
http://lmss.sali.org/RBY8a3mEUgWortvVuS3h3nP,Expert Fees,"Expert Fees refer to the costs incurred by a party in a legal matter for the services of a professional with specialized knowledge or skills, such as a medical expert or a forensic accountant."
http://lmss.sali.org/RBYA8dqUZRnJEs8ZH32nxbh,R.N. (Registered Nurse),"The suffix ""R.N."" stands for ""Registered Nurse"" and is used after a person's name to indicate that they are licensed to practice nursing. This designation confirms that the individual has met the educational and licensing requirements set forth by a nursing board or authority and is commonly used in healthcare settings, academic environments, and formal documents"
http://lmss.sali.org/RBYAmc0olsXiCH0K1kW2LDH,By Portfolio - By Work Type,A method of categorizing legal work based on the type of work being done within a specific portfolio or area of practice.
http://lmss.sali.org/RBYD4vc5zjOUtzD4r6D53Hh,Kansas District Court - Clay County,"A court located in Clay County, Kansas that has jurisdiction over cases within its geographical boundaries."
http://lmss.sali.org/RBYHV1W9hb3AUW4uxKwospO,Legal Design Services,Legal Design Services: A type of consulting and management service that focuses on the application of design thinking and user-centered design principles to legal processes and systems.
http://lmss.sali.org/RBYHspF2cClL6YzpLgQJNTG,Corporate Governance Analysis,"Corporate Governance Analysis refers to the examination and evaluation of the internal policies, procedures, and practices of a corporation to ensure compliance with legal and regulatory requirements, and to promote transparency and accountability."
http://lmss.sali.org/RBYNdzpfOIcfJUlxrXNkH3K,Calista,
http://lmss.sali.org/RBYQP3row1Mgm4AtOfxfWtO,Motion for Exemption from Means Test,"A Motion for Exemption from Means Test is a request made in a bankruptcy case to be excused from taking the means test, which is a calculation used to determine eligibility for Chapter 7 bankruptcy based on income."
http://lmss.sali.org/RBYU9SExUHiFFo18lFsFzfc,Fund Formation Management Products and Services,Fund Formation Management (Products and Services) refers to the legal services and products related to the creation and management of investment funds.
http://lmss.sali.org/RBYchLq1xe0CjTxxzJmfXUB,New York City Court - Watervliet,"New York City Court - Watervliet is a specific court located in Watervliet, New York, which operates under the jurisdiction of the New York City Court system."
http://lmss.sali.org/RBYdBWqiWnVjWkuzhSQmzfn,Evansville Village (Bettles Field),
http://lmss.sali.org/RBYhRNuXhZViZ7pJ1utkcts,Billing Attorney,"A billing attorney is the lawyer responsible for keeping track of billable hours and expenses associated with a legal matter, and for preparing and issuing invoices to clients. This attorney ensures that the client is accurately billed for legal services provided, and may also address any billing inquiries or disputes that may arise."
http://lmss.sali.org/RBYha7GrMtIUH1fPecZZ1kf,470 Racketeer Influenced and Corrupt Organizations (PACER NoS),"Racketeer Influenced and Corrupt Organization Act, RICO 18:1961-1968"
http://lmss.sali.org/RBYhgoEtQ98SfEs8EnIFFyp,Manobo languages,Manobo languages are a group of languages spoken by the Manobo people in the Philippines.
http://lmss.sali.org/RBYhoK7Teu3G0rAoKLInMG8,Georgia Superior Court - Dade County,A court of general jurisdiction in the state of Georgia that has authority over civil and criminal cases within Dade County.
http://lmss.sali.org/RBYljozfgM7STIDRjMBJEHf,Regulatory Taking Claim,"The concept of Regulatory Taking refers to a situation where a government regulation or law results in the taking of private property or its use, without providing just compensation to the owner."
http://lmss.sali.org/RBYll4ZdHxkCKuT3xKuJkKM,Motion to Dismiss the Case Voluntarily,"A Motion to Dismiss the Case Voluntarily is a formal request made by the plaintiff or petitioner to end the case without prejudice, meaning that the plaintiff or petitioner can refile the case at a later time."
http://lmss.sali.org/RBYrAKMIuQfNeeUHxhgp8Y6,Niger-Kordofanian languages,Niger-Kordofanian languages are a group of languages that belong to the Language top-level class and are spoken in West Africa.
http://lmss.sali.org/RBYrgPRNlmoj5i9Ga40OC3w,Expert Practice,"Expert Practice refers to the specialized legal work performed by an individual with advanced knowledge and experience in a particular field, typically involving the preparation and presentation of expert testimony in a legal matter."
http://lmss.sali.org/RBYu7mrAChLYwfT9Szd5d2x,JF00 Disclosure (UK J-CODE),"Work relating to gathering and reviewing documents for potential disclosure, preparing disclosure lists and practical steps of disclosure."
http://lmss.sali.org/RBYuUxEJgsIc0nAOhOCC188,Motion to Compel Written Discovery,"A Motion to Compel Written Discovery is a legal request made by one party to another party in a lawsuit, asking the recipient to provide written responses to specific questions or produce certain documents that are relevant to the case, when the recipient has failed to do so voluntarily."
http://lmss.sali.org/RBYurx8VXvP7jEj4kNuFoOk,Beja; Bedawiyet,"A language spoken by the Beja people, primarily in Sudan and Eritrea."
http://lmss.sali.org/RBYvQCVAu3EbHY3xqt0HVJ2,Promotion Agreement,"A Promotion Agreement is a type of legal agreement that outlines the terms and conditions of a promotional campaign or event, typically between a company and a third party."
http://lmss.sali.org/RBYyzOlJwVfpDApUYI4wW7z,Appellate Reply Brief,"An appellate reply brief is a written legal document submitted by the appellant in response to the appellee's brief, presenting arguments and evidence in support of their appeal to a higher court."
http://lmss.sali.org/RBZ1gpCRK8FjV9xVSSQOWAD,Native Village of Kwigillingok,
http://lmss.sali.org/RBZ2Ev1PTDeWx4FpdPRkb3d,Legal Marketplace Solutions,Legal Marketplace Solutions refers to a specific type of Legal Platform Solutions that provide a platform for legal professionals and clients to connect and exchange legal services.
http://lmss.sali.org/RBZ5IuV0gTh73KJm144lOoR,Jurisdiction Clause,A jurisdiction clause is a provision in a contract that specifies the court or legal system that will have jurisdiction over any disputes arising from the contract.
http://lmss.sali.org/RBZ64KRJIK7YDPikYT78aRU,Unemployment Public Benefits,Unemployment public benefits refer to government programs that provide financial assistance to individuals who have lost their jobs and are actively seeking new employment. These benefits are typically time-limited and contingent on meeting certain eligibility criteria like work history and reason for unemployment.
http://lmss.sali.org/RBZ6CHcf1max80FyXZHJ91u,LINE_ITEM_NUMBER,"A LINE_ITEM_NUMBER is a specific identifier assigned to each individual item listed in a legal invoice, according to the LEDES98BI V5 Format Rev 1-2020 standard."
http://lmss.sali.org/RBZ6lzCFbD2wuY0VCjWd1CQ,Exchanges Law,Rules regarding market places or facilities for bringing together purchasers and sellers of securities.
http://lmss.sali.org/RBZ9yZcHqV6d68U1Fue6KQk,Amicable Settlement Clause,An amicable settlement clause is a provision in a contract that requires the parties to attempt to resolve any disputes through negotiation or mediation before pursuing legal action.
http://lmss.sali.org/RBZACl2VIIF7KHM9riWyBg7,Special Counsel,From U.S. Bankruptcy Court PACER
http://lmss.sali.org/RBZL31YCqZA1E1vlIkzRRqw,tax segment,"""A lookup segment for the taxes charged in the file.  There will be 0 or more TAX segments per file.  If items are not taxed, no TAX section would be included in the file.  

The EXTEND_HEADER option was purposely omitted from this segment.
"""
http://lmss.sali.org/RBZNh3aE4RTaPfgJEpbBwxs,Ukrainian,"The Ukrainian language is a structured system of communication consisting of grammar and vocabulary, and is a member of the Slavic language family."
http://lmss.sali.org/RBZPOSDNBMmYllinnr5jBCP,Tumbuka,"Tumbuka is a structured system of communication consisting of grammar and vocabulary, used in legal matters as a language of a document, artifact, evidence, testimony, proceeding, or any other legal aspect."
http://lmss.sali.org/RBZazvtzwU8jwKWm68Lwjye,Licensee,"A licensee is a person or entity to whom a license is granted. A licensee has the license to use someone else's specified property such as a building, a land or intellectual property."
http://lmss.sali.org/RBZdcJFiGdJRQaK9DBMuCjS,"Rappahannock Tribe, Inc.",
http://lmss.sali.org/RBZfjNF8HgF5bR2XQBFKPeN,Lump Sum Payment of Public Benefit,"Lump sum payment of public benefit refers to the disbursement of financial assistance in a single, large payment rather than through ongoing, smaller payments. This approach is often used as part of a diversion objective to encourage recipients to use the funds for specific purposes like securing housing or job training, with the goal of reducing long-term dependency on public benefits."
http://lmss.sali.org/RBZfnioqo6TROkTyGa1gqAS,Denial-of-Service Attack,"A denial-of-service attack, also known as a DoS attack, aims to disrupt a computer system or network by flooding it with an overwhelming amount of traffic, rendering the service unavailable to legitimate users."
http://lmss.sali.org/RBZgWmGzcTraSAkw6fM50Tl,Immigration Removal Proceeding,"Immigration Removal Proceeding is a legal process in which an individual is brought before an immigration court to determine their eligibility to remain in a country. If found to be in violation of immigration laws, the individual may be ordered to leave the country, commonly known as deportation."
http://lmss.sali.org/RBZiDPE3hLHRZhLXyjpAsQw,Capitalization Table,"A Capitalization Table (Cap Table) is a document that outlines the ownership structure of a company, including the number and type of shares held by each shareholder."
http://lmss.sali.org/RBZifrYlfXzRuNkG6RIiKzE,Missouri Circuit Court - Schuyler County,"A Missouri Circuit Court in Schuyler County is a specific court within the Missouri Circuit Court system that has jurisdiction over legal matters within Schuyler County, Missouri."
http://lmss.sali.org/RBZk3zcuOoUUGWYC5W6TB5c,"Greek, Ancient","The language used in ancient Greece up to the year 1453, including its grammar and vocabulary, as it relates to legal matters."
http://lmss.sali.org/RBZkKQpHNkm2vdQEmj3tOXW,Georgia Superior Court - Montgomery County,Georgia Superior Court - Montgomery County: A court of general jurisdiction in the state of Georgia that has authority over civil and criminal cases within Montgomery County.
http://lmss.sali.org/RBZvzjymwe5Jdu4nFAuDUNO,Duty to Mitigate Damages Clause,A Duty to Mitigate Damages Clause is a provision in a contract that requires the injured party to take reasonable steps to minimize their losses or damages resulting from a breach of contract by the other party.
http://lmss.sali.org/RBZyQS180oRBbk6avg3889Y,Riparian Rights,"Rooted in common law, riparian rights refer to the rights of landowners whose property borders a natural watercourse. Under riparian doctrine, these landowners have the right to make reasonable use of the water adjacent to or flowing over their land, provided they don't unreasonably interfere with the rights of downstream users."
http://lmss.sali.org/RBa0I5x7jg2CYw2frRnLTuv,"""Investments"" Definition - Bond Indenture",
http://lmss.sali.org/RBa3qyovXPVvWwtTGwyOsen,Maidu,
http://lmss.sali.org/RBa62CLWruxRoy7VFVwu3lD,Matter Complexity,"Classification for a given' matter's complexity, either textually (e.g., low, medium, high) or numerically (e.g., 1 through 10)."
http://lmss.sali.org/RBaCSXoln2zl318gfPvTS3i,490 Cable/Satellite TV (PACER NoS),"Action filed involving unauthorized reception of cable/satellite TV service under 47 U.S.C. § 553 (unauthorized reception of cable/satellite TV), or 47 U.S.C. § 605 (e)(3) (unauthorized use or publication of a communication)"
http://lmss.sali.org/RBaCjVfhep5KcxCv61vXkVx,Motion Objecting to Discharge,A Motion Objecting to Discharge is a legal request made in a bankruptcy case to prevent the debtor from being released from certain debts.
http://lmss.sali.org/RBaDgEh7Yc3aSPVgbLRI9Yi,Probate due to Death / Testamentary,Probate due to Death / Testamentary refers to the legal process of administering the estate of a deceased person according to their will or testament.
