Clause Heading,Clause Content
compliance with laws,"Except as set forth in Schedule 2.15 , the Seller, BSA or BSG will comply with all laws and regulations which are applicable to either Seller’s ownership of the Assets or to the conduct of the Business and will perform and comply with all Contracts, commitments and obligations by which each are bound and which, in the case of the Seller, relate solely to the Business."
compliance with laws,"Each Restricted Person will observe and comply, in all material respects, with all applicable laws, statutes, codes, acts, ordinances, orders, judgments, decrees, injunctions, rules, regulations, orders and restrictions relating to environmental standards or controls or to energy regulations of all Governmental Entities, except where the failure to so comply could not reasonably be expected to have a Material Adverse Effect."
compliance with laws,"Trustor will perform and comply promptly with, and cause the Premises to be maintained, used and operated in accordance with, any and all (i) present and future laws, ordinances, rules, regulations, reports and requirements of every duly constituted governmental or quasi-governmental authority or agency applicable to Trustor or the Premises, including, without limitation, any subdivision agreement, improvements agreement or development agreement relating to the Premises, all laws and regulations under the Subdivision Map Act and the Subdivided Lands Act, all applicable federal, state and local laws pertaining to air and water quality, hazardous waste, waste disposal, air emissions and other environmental matters, all zoning and other land use matters, and utility availability and the rules, regulations and ordinances of all state and municipal governments whose rules, regulations and ordinances are applicable to the Premises, the United States Environmental Protection Agency and all applicable federal, state and local agencies and bureaus, (ii) similarly applicable orders, rules and regulations of any regulatory, licensing, accrediting, insurance underwriting or rating organization or other body exercising similar functions, (iii) similarly applicable duties or obligations of any kind imposed under any Permitted Exception or Future Permitted Exception or otherwise by law, covenant, condition, agreement or easement, public or private, and (iv) policies of insurance at any time in force with respect to the Premises; provided, however, Trustor shall have the right in good faith, and upon advance written notice thereof to Beneficiary, to contest or object to any such law, requirement or obligation by appropriate administrative or judicial proceedings.  In the event that failure to comply will result in a lien or charge on the Premises that is not a Permitted Exception or a Permitted Future Exception, Trustor shall provide Beneficiary with assurances satisfactory to Beneficiary that such lien or charge will be satisfied prior to the foreclosure thereof.  If there is an adverse conclusion with respect to any such contest represented by a final judgment, decree or determination which may not be or is otherwise not appealed by Trustor, Trustor shall thereafter comply with any such law, requirement or obligation.  If Trustor receives any notice that Trustor or the Premises is in default under or is not in compliance with any of the foregoing, or notice of any proceeding initiated under or with respect to any of the foregoing, Trustor will promptly furnish a copy of such notice to Beneficiary."
compliance with laws,"The Borrower and its Subsidiaries have complied with all applicable statutes, rules, regulations, orders and restrictions of any domestic or foreign government or any instrumentality or agency thereof having jurisdiction over the conduct of their respective businesses or the ownership of their respective Property except for any failure to comply with any of the foregoing which could not reasonably be expected to have a Material Adverse Effect."
compliance with laws,"The Borrower will, and will cause each Subsidiary to, comply with all laws, rules, regulations, orders, writs, judgments, injunctions, decrees or awards to which it may be subject including, without limitation, all Environmental Laws except for immaterial violations which in the aggregate could not reasonably be expected to have a Material Adverse Effect."
joint and several liability,"If Tenant comprises more than one person, corporation, partnership or other entity, the liability hereunder of all such persons, corporations, partnerships or other entities shall be joint and several."
joint and several liability,"The Borrower agrees that it is jointly and severally, directly and primarily liable to the Lender for payment, performance and satisfaction in full of the Obligations and that such liability is independent of the duties, obligations, and liabilities of the Affiliate Borrower.  The Lender may bring a separate action or actions on each, any, or all of the Obligations against the Borrower, whether action is brought against the Affiliate Borrower or whether the Affiliate Borrower is joined in such action.  In the event that the Affiliate Borrower fails to make any payment of any Obligation on or before the due date thereof, the Borrower immediately shall cause such payment to be made or each of such obligations to be made or each of such Obligations to be performed, kept, observed, or fulfilled."
joint and several liability,"Each Borrower acknowledges and agrees that Agent and the Banks are entering into this Agreement at the request of each Borrower and with the understanding that each Borrower is and shall remain fully liable, jointly and severally, for payment in full of the Debt. Each Borrower agrees that it is receiving or will receive a direct pecuniary benefit for each Loan made or Letter of Credit issued hereunder."
joint and several liability,Any successors or assigns shall be jointly and severally liable with the Company under this Agreement.
joint and several liability,"Each Borrower hereby acknowledges and agrees that such Borrower shall be jointly and severally liable to the Lender to the maximum extent permitted by the applicable law for all representations, warranties, covenants, obligations and indemnities of the Borrowers hereunder."
joint and several liability,"If more than one person or entity is named as tenant, the obligations imposed upon each shall be joint and several and the act of or notice from, or notice or refund to, or the signature of, any one or more of them shall be binding on all of them with respect to the tenancy of this Lease, including, but not limited to, any renewal, extension, termination or modification of this Lease."
joint and several liability,"Except as specifically set forth herein, the liability of each Loan Party under this First Amendment and the other agreements in general shall be joint and several, and each reference herein to the Loan Parties shall be deemed to refer to each such Loan Party. In furtherance and not in limitation of Lenders’ rights and remedies hereunder or at law, each Lender may proceed under this Agreement and the other agreements against any one or more of the Loan Parties in their absolute and sole discretion for any of the obligations of the Loan Parties or any other liability or obligation of the Loan Parties arising hereunder."
joint and several liability,"If Borrower consists of more than one entity, the obligations and liabilities of each such entity will be joint and several.  This Note binds Borrower and successors, assigns, heirs, administrators, executors, agents and representatives and inures to the benefit of Lender and its successors, assigns, heirs, administrators, executors, agents and representatives."
joint and several liability,The obligations and liabilities of Purchaser and AVST under this Agreement are joint and several.
joint and several liability,"If the Grantor is comprised of more than one person, all of the Grantor’s representations, warranties, covenants and agreements under this Agreement shall be joint and several and shall be binding on and enforceable against either, any or all of the persons comprising the Grantor. If any one or more of the persons comprising the Grantor is in default, Secured Party may exercise its remedies on default against all of the Persons comprising the Grantor."
joint and several liability,"(a) Unless otherwise specified herein, each Borrower agrees that it shall be jointly and severally liable for all of the Obligations of the Borrowers hereunder or under any other Loan Document, whether direct or indirect, absolute or contingent, and whether for principal, interest, premiums, fees, indemnities, contract causes of action, costs, expenses or otherwise. Without limiting the generality of the foregoing, each Borrower’s liability shall extend to all amounts that constitute part of its Obligations under the Loan Documents and would be owed by the other Borrower (such other Borrower in that capacity being herein referred to as the “ Co-Borrower ”) to any Secured Party under or in respect of the Loan Documents but for the fact that they are unenforceable or not allowable due to the existence of a bankruptcy, reorganization or similar proceeding involving such Co-Borrower."
joint and several liability,"Each Borrower agrees that it is jointly and severally, directly and primarily liable to the Administrative Agent and the Lenders for payment, performance and satisfaction in full of the Obligations and that such liability is independent of the duties, obligations, and liabilities of the other Borrowers. The Administrative Agent and the Lenders may jointly bring a separate action or actions on each, any, or all of the Obligations against any Borrower, whether action is brought against the other Borrowers or whether the other Borrowers are joined in such action. In the event that any Borrower fails to make any payment of any Obligations on or before the due date thereof, the other Borrowers immediately shall cause such payment to be made or each of such Obligations to be performed, kept, observed, or fulfilled."
joint and several liability,"The obligations and liabilities of Borrower and Guarantor under this Agreement are JOINT AND SEVERAL.  Borrower and Guarantor agree that Lender may pursue its rights and remedies against either Borrower or Guarantor, or both, in any order as Lender deems appropriate."
joint and several liability,"If two or more individuals, corporations, partnerships, or other business associations (or any combination of two or more thereof) shall sign this Lease as Tenant, the liability of each such individual, corporation, partnership or other business association to pay rent and perform all other obligations hereunder shall be deemed to be joint and several. In like manner, if the tenant named in this Lease shall be a partnership or other business association, the members of which are, by virtue of statute or general law, subject to personal liability the liability of each such member shall be joint and several."
joint and several liability,"Borrower agrees that it is jointly and severally, directly and primarily liable to Lender for payment, performance and satisfaction in full of the Cal Ex Obligations and that such liability is independent of the duties, obligations, and liabilities of Cal Ex.  Lender may bring a separate action or actions on each, any, or all of the Obligations against any Borrower, whether action is brought against Cal Ex or whether Cal Ex is joined in such action.  In the event that Cal Ex fails to make any payment of any Cal Ex Obligation on or before the due date thereof, Borrower immediately shall cause such payment to be made or each of such obligations to be made or each of such Cal Ex Obligations to be performed, kept, observed, or fulfilled."
joint and several liability,"If Tenant is comprised of more than one party, each such party shall be jointly and severally liable for Tenant’s obligations under this Lease.  Notices, payments and agreements given or made by, with or to any one person or entity shall be deemed to have been given or made by, with and to all of them."
joint and several liability,"Borrower agrees that it is jointly and severally, directly and primarily liable to Lender for payment, performance and satisfaction in full of the Apio Obligations and that such liability is independent of the duties, obligations, and liabilities of Apio.  Lender may bring a separate action or actions on each, any, or all of the Obligations against any Borrower, whether action is brought against Apio or whether Apio is joined in such action.  In the event that Apio fails to make any payment of any Apio Obligation on or before the due date thereof, Borrower immediately shall cause such payment to be made or each of such obligations to be made or each of such Apio Obligations to be performed, kept, observed, or fulfilled."
joint and several liability,"This Agreement and all Obligations shall represent the joint and several obligations of the Borrowers, and each provision of this Agreement shall be construed to apply to the Borrowers individually and jointly, including but not limited to any representations, warranties and covenants contained herein."
joint and several liability,Each of the obligations imposed in this Agreement on the Company and/or IMCO are joint and several.
joint and several liability,"Borrowers are interdependent for their operational and financial needs, and they and Lender intend that each Borrower be jointly and severally liable for each monetary obligation, warranty and covenant obligation arising under this Agreement. The delivery of funds to any Borrower under this Agreement shall constitute valuable consideration and reasonably equivalent value to all Borrowers for the purpose of binding them and their assets on a joint and several basis for the Indebtedness hereunder. Lender may enforce this Agreement against any Borrower without first making demand upon or instituting collection proceedings against any other Borrower."
joint and several liability,"If there is more than one Tenant, or if the Tenant as such is comprised of more than one person or entity, the obligations hereunder imposed upon Tenant shall be joint and several obligations of all such parties."
joint and several liability,"The term “Guarantor” as used in this Guaranty shall refer individually and collectively to all signers of this Guaranty.  Each undertaking herein contained shall be the joint and several undertaking of each signer hereof if more than one, and it is specifically agreed that Lender may enforce the provisions hereof with respect to one or more of such signers without seeking to enforce the same as to all or any such signers.  Guarantor hereby waives any requirement of joinder of all or any other of the parties hereto in any suit or proceeding to enforce the provisions hereof."
joint and several liability,"If there be more than one Tenant, the obligations hereunder imposed upon Tenant shall be joint and several. If there be a Guarantor of Tenant’s obligations hereunder, the obligations hereunder imposed upon Tenant shall be the joint and several obligations of Tenant and Guarantor and Landlord need not first proceed against Tenant before proceeding against Guarantor nor shall Guarantor be released from its guaranty for any reason whatsoever, including, without limitation, in case of any amendments hereto, waivers hereof or failure to give Guarantor any notices hereunder."
joint and several liability,"Each Borrower shall be jointly and severally liable for Indebtedness and Obligations under the Loan Documents, including but not limited to the payment of all Obligations."
joint and several liability,"The obligations of the Bank and Company hereunder shall be joint and several; provided , however , as long as the Bank is legally and financially able to make the payments provided for under paragraph 2 hereunder it shall do so rather than the Company."
joint and several liability,"The Company and the Subsidiary shall be jointly and severally liable for the obligations of the Company, the Subsidiary, or the Employer hereunder."
joint and several liability,"The Company and the Subsidiary shall be jointly and severally liable for the obligations of the Company, the Subsidiary, or the Employer hereunder."
joint and several liability,All Obligations which are incurred by two or more Restricted Persons shall be their joint and several obligations and liabilities.
joint and several liability,"Fenwal’s obligations and liability under this Agreement shall be joint and several, including without limitation, with respect to each such party’s indemnification obligations under Article 10."
joint and several liability,Any successors or assigns shall be jointly and severally liable with the Company under this Agreement.
joint and several liability,"If two or more parties execute this Lease as Tenant, the liability of each such party to pay all Rent and other amounts due hereunder and to perform all the other covenants of this Lease will be joint and several."
joint and several liability,"In the event that this Lease is executed by more than one party as Tenant, the liability of such parties shall be deemed to be joint and several for all purposes hereunder."
joint and several liability,"Guarantor’s liability shall be primary and joint and several with that of Tenant, notwithstanding the fact that Guarantor has had no prior notice of any default or of any forbearance or extension. Landlord may proceed against Guarantor under this Guaranty without initiating or exhausting any legal remedy against Tenant and may proceed against Tenant and Guarantor separately or concurrently. This is a guaranty of payment and not of collection."
joint and several liability,"In the event that this Promissory Note is made by more than one Borrower, the promises and agreements herein shall be construed to be and are hereby declared to be the joint and several promises and agreements of all Borrowers and shall constitute the joint and several obligations of each of Borrowers and shall be fully binding upon and enforceable against each of Borrowers. Neither the death nor release of any person or party to this Promissory Note shall affect or release the joint and several liability of any other person or party. Lender may at its option enforce this Promissory Note against one or all of Borrowers, and Lender shall not be required to resort to enforcement against each of Borrowers and the failure to proceed against or join any Borrower shall not affect the joint and several liability of any other Borrower."
joint and several liability,"Except for the Guarantor, the liability of all persons and entities obligated in any manner under this Agreement and any of the Loan Documents shall be joint and several."
joint and several liability,"In the event that this Promissory Note is made by more than one Borrower, the promises and agreements herein shall be construed to be and are hereby declared to be the joint and several promises and agreements of all Borrowers and shall constitute the joint and several obligations of each of Borrowers and shall be fully binding upon and enforceable against each of Borrowers. Neither the death nor release of any person or party to this Promissory Note shall affect or release the joint and several liability of any other person or party. Lender may at its option enforce this Promissory Note against one or all of Borrowers, and Lender shall not be required to resort to enforcement against each of Borrowers and the failure to proceed against or join any Borrower shall not affect the joint and several liability of any other Borrower."
joint and several liability,"In the event that this Promissory Note is made by more than one Borrower, the promises and agreements herein shall be construed to be and are hereby declared to be the joint and several promises and agreements of all Borrowers and shall constitute the joint and several obligations of each of Borrowers and shall be fully binding upon and enforceable against each of Borrowers. Neither the death nor release of any person or party to this Promissory Note shall affect or release the joint and several liability of any other person or party. Lender may at its option enforce this Promissory Note against one or all of Borrowers, and Lender shall not be required to resort to enforcement against each of Borrowers and the failure to proceed against or join any Borrower shall not affect the joint and several liability of any other Borrower."
joint and several liability,"Except for the Guarantor, the liability of all persons and entities obligated in any manner under this Agreement and any of the Loan Documents shall be joint and several."
joint and several liability,"In the event that this Promissory Note is made by more than one Borrower, the promises and agreements herein shall be construed to be and are hereby declared to be the joint and several promises and agreements of all Borrowers and shall constitute the joint and several obligations of each of Borrowers and shall be fully binding upon and enforceable against each of Borrowers. Neither the death nor release of any person or party to this Promissory Note shall affect or release the joint and several liability of any other person or party. Lender may at its option enforce this Promissory Note against one or all of Borrowers, and Lender shall not be required to resort to enforcement against each of Borrowers and the failure to proceed against or join any Borrower shall not affect the joint and several liability of any other Borrower."
joint and several liability,"In the event that this Promissory Note is made by more than one Borrower, the promises and agreements herein shall be construed to be and are hereby declared to be the joint and several promises and agreements of all Borrowers and shall constitute the joint and several obligations of each of Borrowers and shall be fully binding upon and enforceable against each of Borrowers. Neither the death nor release of any person or party to this Promissory Note shall affect or release the joint and several liability of any other person or party. Lender may at its option enforce this Promissory Note against one or all of Borrowers, and Lender shall not be required to resort to enforcement against each of Borrowers and the failure to proceed against or join any Borrower shall not affect the joint and several liability of any other Borrower."
governing law and jurisdiction,"This Agreement, the Security Instruments and the Note shall be deemed to have been made or incurred under the Laws of the State of Oklahoma and shall be construed and enforced in accordance with and governed by the Laws of Oklahoma."
governing law and jurisdiction,"This Agreement shall be governed by and interpreted in accordance with the laws of the State of Minnesota, without regard to conflict of laws principles.  This Agreement shall be enforced only in Minnesota District Court or in United States District Court sitting in the District of Minnesota, and the Parties waive any argument that venue in any such court is not convenient."
governing law and jurisdiction,"This Agreement has been delivered to and accepted by the Bank and will be deemed to be made in the State of New York. This Agreement will be interpreted and the rights and liabilities of the parties hereto determined in accordance with the laws of the State of New York, excluding its conflict of laws rules. Each party hereto hereby irrevocably consents to the exclusive jurisdiction of any state or federal court located in the Borough of Manhattan, City and State of New York, provided that nothing contained in this Agreement will prevent the Bank from bringing any action, enforcing any award or judgment or exercising any rights against the Company or the Creditors individually, against any security or against any property of the Company within any other county, state or other foreign or domestic jurisdiction. The parties hereto agree that the venue provided above is the most convenient forum for each of the parties. Each of the Creditors and the Company waives any objection to venue and any objection based on a more convenient forum in any action instituted under this Agreement."
governing law and jurisdiction,"(a) THIS AGREEMENT AND THE NOTES SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, THE LAW OF THE STATE OF CALIFORNIA; PROVIDED THAT THE AGENT AND THE BANKS SHALL RETAIN ALL RIGHTS ARISING UNDER FEDERAL LAW."
governing law and jurisdiction,"ASA and PALMSOURCE hereby agree that any and all matters relating to this AGREEMENT shall be governed by the laws of the State of California and all lawsuits arising in connection with this Agreement shall be brought in the state or federal courts of Alameda County, California having appropriate subject matter jurisdiction, unless otherwise agreed between both parties hereto in the specified case."
governing law and jurisdiction,"(a)  This Agreement shall be governed and construed in accordance with the laws of Mexico.  For any matter related to or in connection with this Agreement, the parties submit to the jurisdiction of the courts of Mexico City, Federal District."
governing law and jurisdiction,"THIS AGREEMENT AND THE LOANS SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, THE LAW OF THE STATE OF NEW YORK APPLICABLE TO AGREEMENTS MADE AND TO BE PERFORMED ENTIRELY WITHIN SUCH STATE; PROVIDED THAT THE ADMINISTRATIVE AGENT AND EACH BANK HOLDER SHALL RETAIN ALL RIGHTS ARISING UNDER FEDERAL LAW OF THE UNITED STATES OF AMERICA."
governing law and jurisdiction,"This Guaranty has been delivered to and accepted by the Bank and will be deemed to be made in the State where the Bank’s office indicated above is located. T HIS G UARANTY WILL BE INTERPRETED AND THE RIGHTS AND LIABILITIES OF THE B ANK AND THE G UARANTOR DETERMINED IN ACCORDANCE WITH THE LAWS OF THE S TATE WHERE THE B ANK ’ S OFFICE INDICATED ABOVE IS LOCATED , EXCLUDING ITS CONFLICT OF LAWS RULES . The Guarantor hereby irrevocably consents to the exclusive jurisdiction of any state or federal court in the county or judicial district where the Bank’s office indicated above is located; provided that nothing contained in this Guaranty will prevent the Bank from bringing any action, enforcing any award or judgment or exercising any rights against the Guarantor individually, against any security or against any property of the Guarantor within any other county, state or other foreign or domestic jurisdiction. The Guarantor acknowledges and agrees that the venue provided above is the most convenient forum for both the Bank and the Guarantor. The Guarantor waives any objection to venue and any objection based on a more convenient forum in any action instituted under this Guaranty."
governing law and jurisdiction,This Delegation Agreement shall be construed in accordance with the laws of the State of Missouri. The parties hereby submit to the exclusive jurisdiction of the Federal courts sitting in the State of Missouri.
governing law and jurisdiction,This Delegation Agreement shall be construed in accordance with the laws of the State of Missouri.  The parties hereby submit to the exclusive jurisdiction of the Federal courts sitting in the State of Missouri.
governing law and jurisdiction,"ASA and PALMSOURCE hereby agree that any and all matters relating to this AGREEMENT shall be governed by the laws of the State of California and all lawsuits arising in connection with this Agreement shall be brought in the state or federal courts of Alameda County, California having appropriate subject matter jurisdiction, unless otherwise agreed between both parties hereto in the specified case."
governing law and jurisdiction,"This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York applicable to contracts executed in and to be performed in that State. All actions and proceedings arising out of or relating to this Agreement shall be heard and determined exclusively in any New York state or federal court sitting in the Borough of Manhattan of The City of New York. The Parties hereto hereby (a) submit to the exclusive jurisdiction of any state or federal court sitting in the Borough of Manhattan of The City of New York for the purpose of any action arising out of or relating to this Agreement brought by any Party hereto, and (b) irrevocably waive, and agree not to assert by way of motion, defense, or otherwise, in any such action, any claim that it is not subject personally to the jurisdiction of the above-named courts, that its property is exempt or immune from attachment or execution, that the action is brought in an inconvenient forum, that the venue of the action is improper, or that this Agreement or the transactions contemplated by this Agreement may not be enforced in or by any of the above-named courts."
governing law and jurisdiction,"This Agreement shall be governed by and interpreted under the laws of the State of New York, excluding its conflict of laws principles."
governing law and jurisdiction,"This Termination Agreement shall be governed by and construed in accordance with the internal laws of the State of Delaware without giving effect to any choice or conflict of law provision or rule (whether of the State of Delaware or any other jurisdiction) that would cause the application of laws of any jurisdictions other than those of the State of Delaware. Each Party irrevocably agrees that any legal action or proceeding with respect to this Termination Agreement or for recognition and enforcement of any judgment in respect hereof brought by any other Party or its successors or assigns shall be brought and determined in the Chancery or other courts of the State of Delaware, and each Party hereby irrevocably submits with regard to any such action or proceeding for itself and in respect to its property, generally and unconditionally, to the exclusive jurisdiction of the aforesaid courts. Each Party hereby irrevocably waives, and agrees not to assert, by way of motion, as a defense, counterclaim or otherwise, in any action or proceeding with respect to this Termination Agreement, (a) any claim that it is not personally subject to the jurisdiction of the above-named courts for any reason other than the failure to lawfully serve process, (b) that it or its property is exempt or immune from jurisdiction of any such court or from any legal process commenced in such courts (whether through service of notice, attachment prior to judgment, attachment in aid of execution of judgment, execution of judgment or otherwise), (c) to the fullest extent permitted by applicable law, that (i) the suit, action or proceeding in any such court is brought in an inconvenient forum, (ii) the venue of such suit, action or proceeding is improper and (iii) this Termination Agreement, or the subject matter hereof, may not be enforced in or by such courts and (d) any right to a trial by jury."
governing law and jurisdiction,"(a) This Agreement shall be governed by, and construed in accordance with, the law of the State of California; provided that the Secured Parties shall retain all rights arising under Federal law."
governing law and jurisdiction,"This Mortgage has been delivered to and accepted by the Mortgagee and will be deemed to be made in the State of Delaware. THIS MORTGAGE WILL BE INTERPRETED AND THE RIGHTS AND LIABILITIES OF THE MORTGAGOR AND THE MORTGAGEE DETERMINED IN ACCORDANCE WITH THE LAWS OF THE STATE OF DELAWARE. The Mortgagor hereby irrevocably consents to the exclusive jurisdiction of any state or federal court in the county or judicial district where the Mortgagee’s office indicated above is located; provided that nothing contained in this Mortgage will prevent the Mortgagee from bringing any action, enforcing any award or judgment or exercising any rights against the Mortgagor individually, against any security or against any property of the Mortgagor within any other county, state or other foreign or domestic jurisdiction. The Mortgagor acknowledges and agrees that the venue provided above is the most convenient forum for both the Mortgagee and the Mortgagor. The Mortgagor waives any objection to venue and any objection based on a more convenient forum in any action instituted under this Mortgage."
governing law and jurisdiction,"This Agreement shall be interpreted, construed, and enforced under the internal laws of the State of Colorado, without regard to its choice of laws principles. The courts of the State of Colorado shall have sole jurisdiction and venue over all controversies which may arise with respect to this Agreement."
governing law and jurisdiction,"This Pledge Agreement has been delivered to and accepted by the Secured Party and will be deemed to be made in the State where the Secured Party’s office indicated above is located. T HIS P LEDGE A GREEMENT WILL BE INTERPRETED AND THE RIGHTS AND LIABILITIES OF THE P LEDGOR AND THE S ECURED P ARTY DETERMINED IN ACCORDANCE WITH THE LAWS OF THE S TATE WHERE THE S ECURED P ARTY ’ S OFFICE INDICATED ABOVE IS LOCATED , EXCLUDING ITS CONFLICT OF LAWS RULES . The Pledgor hereby irrevocably consents to the exclusive jurisdiction of any state or federal court in the county or judicial district where the Secured Party’s office indicated above is located; provided that nothing contained in this Pledge Agreement will prevent the Secured Party from bringing any action, enforcing any award or judgment or exercising any rights against the Pledgor individually, against any security or against any property of the Pledgor within any other county, state or other foreign or domestic jurisdiction. The Pledgor acknowledges and agrees that the venue provided above is the most convenient forum for both the Secured Party and the Pledgor. The Pledgor waives any objection to venue and any objection based on a more convenient forum in any action instituted under this Pledge Agreement."
governing law and jurisdiction,"This Agreement shall be interpreted, construed, and enforced under the internal laws of the State of Colorado, without regard to its choice of laws principles. The courts of the State of Colorado shall have sole jurisdiction and venue over all controversies which may arise with respect to this Agreement."
governing law and jurisdiction,"This Agreement shall be interpreted, construed, and enforced under the internal laws of the State of Colorado, without regard to its choice of laws principles. The courts of the State of Colorado shall have sole jurisdiction and venue over all controversies which may arise with respect to this Agreement."
governing law and jurisdiction,"This Subscription Agreement will be deemed to have been made and delivered in New Jersey and will be governed as to validity, interpretation, construction, effect and in all other respects by the internal laws of the State of New Jersey. The Company and the Investor each hereby (i) agrees that any legal suit, action or proceeding arising out of or relating to this Subscription Agreement shall be instituted exclusively in New Jersey; (ii) waives any objection to the venue of any such suit, action or proceeding; and (iii) irrevocably consents to the jurisdiction of the National Association of Securities Dealers, Inc. in any such suit, action or proceeding. The Company further agrees to accept and acknowledge service or any and all process that may be served in any such suit, action or proceeding in arbitration ."
governing law and jurisdiction,"This Subscription Agreement will be deemed to have been made and delivered in New Jersey and will be governed as to validity, interpretation, construction, effect and in all other respects by the internal laws of the State of New Jersey. The Company and the Investor each hereby (i) agrees that any legal suit, action or proceeding arising out of or relating to this Subscription Agreement shall be instituted exclusively in New Jersey; (ii) waives any objection to the venue of any such suit, action or proceeding; and (iii) irrevocably consents to the jurisdiction of the National Association of Securities Dealers, Inc. in any such suit, action or proceeding. The Company further agrees to accept and acknowledge service or any and all process that may be served in any such suit, action or proceeding in arbitration ."
governing law and jurisdiction,"This Agreement shall be interpreted, construed, and enforced under the internal laws of the State of Colorado, without regard to its choice of laws principles. The courts of the State of Colorado shall have sole jurisdiction and venue over all controversies which may arise with respect to this Agreement."
governing law and jurisdiction,"This Release Agreement shall be governed by and construed in accordance with the laws and judicial decisions of the State of Pennsylvania, without regard to its principles of conflicts of laws."
governing law and jurisdiction,"This Release Agreement shall be governed by and construed in accordance with the laws and judicial decisions of the State of Pennsylvania, without regard to its principles of conflicts of laws."
governing law and jurisdiction,"(a) Governing Law. This Agreement shall be governed by and construed in accordance with the laws of the Province of British Columbia and the laws of Canada applicable therein but excluding conflict of law rules. Such choice of law shall, however, be without prejudice to or limitation of any other rights available to the Agent under the laws of any other jurisdiction where Collateral may be located."
governing law and jurisdiction,"This Delegation Schedule shall be construed in accordance with the laws of the State of New York. The parties hereby submit to the exclusive jurisdiction of the Federal courts sitting in the State of New York, Maryland or the Commonwealth of Massachusetts or of the state courts of either such State or such Commonwealth."
governing law and jurisdiction,"This Agreement shall be governed by and construed in accordance with the laws of the State of New York applicable to contracts executed and performed in such state, without giving effect to the conflicts of Laws principles. Any Action or Proceeding seeking to enforce any provision of, or based on any right arising out of, this Agreement may be brought against any of the Parties in any United States District Court located in New York or Virginia, and each of the Parties consents to the jurisdiction of such Courts (and of the appropriate appellate courts) in any such Action or Proceeding and waives any objection to venue."
governing law and jurisdiction,"This Delegation Schedule shall be construed in accordance with the laws of the State of New York. The parties hereby submit to the exclusive jurisdiction of the Federal courts sitting in the State of New York, Maryland or the Commonwealth of Massachusetts or of the state courts of either such State or such Commonwealth."
governing law and jurisdiction,"This Agreement shall be governed by and construed in accordance with the domestic laws of the State of Delaware, without giving effect to any choice of law or conflict of law provision or rule (whether of the State of Delaware or any other jurisdiction) that would cause the application of the laws of any jurisdiction other than the State of Delaware."
governing law and jurisdiction,"This Delegation Schedule shall be construed in accordance with the laws of the State of New York. The parties hereby submit to the exclusive jurisdiction of the Federal courts sitting in the State of New York, Maryland or the Commonwealth of Massachusetts or of the state courts of either such State or such Commonwealth."
governing law and jurisdiction,"This Release Agreement shall be governed by and construed in accordance with the laws and judicial decisions of the State of Pennsylvania, without regard to its principles of conflicts of laws."
governing law and jurisdiction,"This Agreement has been delivered to and accepted by the Administrative Agent and will be deemed to be made in the State of Pennsylvania. THIS AGREEMENT WILL BE INTERPRETED AND THE RIGHTS AND LIABILITIES OF THE PARTIES HERETO DETERMINED IN ACCORDANCE WITH THE LAWS OF THE STATE OF PENNSYLVANIA, EXCLUDING ITS CONFLICT OF LAWS RULES. The Indemnitor hereby irrevocably consents to the exclusive jurisdiction of any state or federal court in the county or judicial district where the Administrative Agent’s office indicated above is located; provided that nothing contained in this Agreement will prevent the Administrative Agent from bringing any action, enforcing any award or judgment or exercising any rights against the Indemnitor individually, against any security or against any property of the Indemnitor within any other county, state or other foreign or domestic jurisdiction. The Administrative Agent and the Indemnitor agree that the venue provided above is the most convenient forum for both the Administrative Agent and the Indemnitor. The Indemnitor waives any objection to venue and any objection based on a more convenient forum in any action instituted under this Agreement."
governing law and jurisdiction,"This Delegation Schedule shall be construed in accordance with the laws of the State of New York. The parties hereby submit to the exclusive jurisdiction of the Federal courts sitting in the State of New York, Maryland or the Commonwealth of Massachusetts or of the state courts of either such State or such Commonwealth."
governing law and jurisdiction,"This Agreement shall be governed by and construed in accordance with the laws of Switzerland (Canton Zurich), regardless of the laws that might otherwise govern under applicable principles of conflicts of laws thereof. In no event shall choice of law analysis lead to the application of any laws other than the laws of Switzerland."
governing law and jurisdiction,"Any questions, claims, disputes or litigation concerning or arising from the Agreement shall be governed by the laws of California without giving effect to the conflicts of laws principles of that state or any nation state. Each of the Parties agrees to submit to the exclusive jurisdiction of the courts in Orange County, California for any matter arising out of or relating to this Agreement. Notwithstanding the foregoing, in actions seeking to enforce any order or any judgment of any such courts located in California, personal jurisdiction shall be nonexclusive. The Parties agree that the United Nations Convention on Contracts for the International Sale of Goods is specifically excluded from application to this Agreement."
governing law and jurisdiction,"This Release Agreement shall be governed by and construed in accordance with the laws and judicial decisions of the State of Pennsylvania, without regard to its principles of conflicts of laws."
governing law and jurisdiction,"This Agreement, including the validity hereof and the rights and obligations of the Parties hereunder, will be construed in accordance with and all disputes hereunder will be governed by the laws of the State of New York, U.S.A., applicable to contracts made and to be performed entirely in such state (without giving effect to the conflicts of laws provisions thereof). Each of the Parties hereby submits unconditionally to jurisdiction of, and agrees that venue will lie exclusively in, the federal and state courts located in the City of New York for purposes of the resolution of any disputes arising under this Agreement."
