Clause Heading,Clause Content
confidentiality,"Each Lender agrees to hold any confidential information which it may receive from the Borrower or any of its Subsidiaries or Affiliates pursuant to this Agreement in confidence and for use in connection with this Agreement, including without limitation, for use in connection with its rights and remedies hereunder, except for disclosure (a) to other Lenders and their respective Affiliates, (b) to legal counsel, accountants, and other professional advisors to such Lender, (c) to regulatory officials, (d) as requested pursuant to or as required by law, regulation, or legal process, (e) in connection with any legal proceeding to which such Lender is a party and (f) to a proposed assignee or participant permitted under Section 8.06 which shall have agreed in writing for the benefit of the Borrower and its Subsidiaries and Affiliates to keep such disclosed confidential information confidential in accordance with this Section."
confidentiality,"Each Lender agrees to hold any confidential information which it may receive from the Borrower pursuant to this Agreement in confidence, except for disclosure (i) to its Affiliates and to other Lenders and their respective Affiliates, (ii) to legal counsel, accountants, and other professional advisors to such Lender or to a Transferee, (iii) to regulatory officials, (iv) to any Person as requested pursuant to or as required by law, regulation, or legal process, (v) to any Person in connection with any legal proceeding to which such Lender is a party, (vi) to such Lender’s direct or indirect contractual counterparties in swap agreements or to legal counsel, accountants and other professional advisors to such counterparties, and (vii) permitted by Section 13.4."
confidentiality,"Except to the extent that such information (i) is already known to the receiving party when received, (ii) thereafter becomes lawfully obtainable from other sources, (iii) is required to be disclosed pursuant to any law or regulation or rule of any national securities quotation system such as Nasdaq National Market, or (iv) is excepted from this confidentiality requirement by the express mutual consent of Seller, Purchasers, the Portfolio Partnership and the General Partner, (a) all information furnished by and among the parties in connection with this Agreement and the transactions contemplated hereby shall be kept confidential by the receiving party and shall be used by the receiving party only in connection with this Agreement and the transactions contemplated hereby; provided, however , that a party may disclose such information (x) to its attorneys’ accountants, consultants, and other professionals; or (y) to any affiliate of such party or to a partner, member, employee, stockholder, or subsidiary of such party, so long as such party notifies such partner, member, employee, stockholder or subsidiary that such information is confidential."
confidentiality,"Each Lender agrees to hold any confidential information which it may receive from the Borrower or any of its Subsidiaries or Affiliates pursuant to this Agreement in confidence and for use in connection with this Agreement, including without limitation, for use in connection with its rights and remedies hereunder, except for disclosure (a) to other Lenders and their respective Affiliates, (b) to legal counsel, accountants, and other professional advisors to such Lender, (c) to regulatory officials, (d) as requested pursuant to or as required by law, regulation, or legal process, (e) in connection with any legal proceeding to which such Lender is a party and (f) to a proposed assignee or participant permitted under Section 8.06 which shall have agreed in writing for the benefit of the Borrower and its Subsidiaries and Affiliates to keep such disclosed confidential information confidential in accordance with this Section."
entire agreement,"This Agreement sets forth the entire understanding of the parties hereto with respect to the transactions contemplated hereby. Any and all previous agreements and understandings between or among the parties regarding the subject matter hereof, whether written or oral, are superseded by this Agreement. This Agreement shall not be amended or modified except by written instrument duly executed by each of the parties hereto."
entire agreement,"This Lease contains the entire agreement of the parties hereto, and no representations, inducements, promises or agreements, oral or otherwise, between the parties, not embodied herein, will be of any force or effect."
entire agreement,"This Sublease contains the entire agreement of the parties hereto, and no representations, inducements, promises or agreements, oral or otherwise, between the parties, not embodied herein, will be of any force or effect."
entire agreement,"(a) This Agreement constitutes the entire agreement and supersedes all prior agreements and understandings, both written and oral, among the parties with respect to the subject matter hereof, other than the Confidentiality Agreements, which shall survive the execution and delivery of this Agreement."
entire agreement,This Agreement constitutes the entire understanding and agreement of the parties hereto with respect to the subject matter hereof.
entire agreement,"This Purchase Agreement, including the provisions of Article 8.2 of the AGTA relating to insurance, and Article 11 of Part 2 of Exhibit C of the AGTA relating to DISCLAIMER AND RELEASE and EXCLUSION OF CONSEQUENTIAL AND OTHER DAMAGES , has been the subject of discussion and negotiation and is understood by the parties; the Aircraft Price and other agreements of the parties stated in this Purchase Agreement were arrived at in consideration of such provisions. This Purchase Agreement, including the AGTA, contains the entire agreement between the parties and supersedes all previous proposals, understandings, commitments or representations whatsoever, oral or written, with respect to the subject matter hereof, and may be changed only in writing signed by authorized representatives of the parties."
entire agreement,This Agreement constitutes the entire understanding and agreement of the parties hereto with respect to the subject matter hereof.
entire agreement,"This Purchase Agreement, including the provisions of Article 8.2 of the AGTA relating to insurance, and Article 12 of Part 2 of Exhibit C of the AGTA relating to DISCLAIMER AND RELEASE and EXCLUSION OF CONSEQUENTIAL AND OTHER DAMAGES , has been the subject of discussion and negotiation and is understood by the parties; the Aircraft Price and other agreements of the parties stated in this Purchase Agreement were arrived at in consideration of such provisions. This Purchase Agreement, including the AGTA, contains the entire agreement between the parties and supersedes all previous proposals, understandings, commitments or representations whatsoever, oral or written, with respect to the subject matter hereof, and may be changed only in writing signed by authorized representatives of the parties."
entire agreement,"This letter amendment amends and modifies the $3 million Agreement, the $3 million Note, the $750,000 Agreement and the $750,000 Note, and this letter amendment, the $3 million Agreement, as amended by this letter amendment, the $3 million Note, as amended by this letter amendment, the $750,000 Agreement, as amended by this letter amendment, and the $750,000 Note, as amended by this letter amendment, contains the entire agreement among the parties with respect to the subject matter set forth herein and therein."
entire agreement,"This Agreement, together with the Exhibits hereto, constitutes and sets forth the entire agreement and understanding of the parties pertaining to the subject matter hereof, and there are no other prior or contemporaneous written or oral agreements, understandings, undertakings, negotiations, promises, discussions, warranties or covenants not specifically referred to or contained herein or attached hereto. No supplement, modification, termination in whole or in part, or waiver of this Agreement shall be binding unless executed in writing by the party to be bound thereby. No waiver of any of the provisions of this Agreement shall be deemed, or shall constitute, a waiver of any other provision hereof (whether or not similar), nor shall any such waiver constitute a continuing waiver unless otherwise expressly provided."
entire agreement,"This Escrow Agreement and the Indenture contain all the terms agreed upon by the parties with respect to the subject matter hereof and supersede any prior agreements with respect to the subject matter hereof. This Escrow Agreement may be amended, waived, modified, extended or discharged only by a written instrument signed by the parties against which enforcement of any waiver, change, modification, extension or discharge is sought. Notwithstanding the foregoing, no amendment to this Escrow Agreement may be made without the prior written consent of the holders of a majority in principal amount of the outstanding Senior Notes. No course of conduct shall constitute a waiver of any terms and conditions (unless, and then only to the extent, such waiver is in writing, in accordance with the preceding sentence), and any waiver on any occasion shall not constitute a waiver with respect to any other occasion (unless its terms expressly so provide)."
entire agreement,This Agreement embodies the entire agreement and understanding between the parties with respect to the subject matter hereof and supersedes all prior agreements and understandings relating to the subject matter hereof.
entire agreement,This Agreement constitutes the entire understanding and agreement of the parties hereto with respect to the subject matter hereof.
entire agreement,"This Agreement, together with the Exhibits hereto, constitutes and sets forth the entire agreement and understanding of the parties pertaining to the subject matter hereof, and there are no other prior or contemporaneous written or oral agreements, understandings, undertakings, negotiations, promises, discussions, warranties or covenants not specifically referred to or contained herein or attached hereto. No supplement, modification, termination in whole or in part, or waiver of this Agreement shall be binding unless executed in writing by the party to be bound thereby. No waiver of any of the provisions of this Agreement shall be deemed, or shall constitute, a waiver of any other provision hereof (whether or not similar), nor shall any such waiver constitute a continuing waiver unless otherwise expressly provided."
entire agreement,"This Agreement, together with the Exhibits hereto, constitutes and sets forth the entire agreement and understanding of the parties pertaining to the subject matter hereof, and there are no other prior or contemporaneous written or oral agreements, understandings, undertakings, negotiations, promises, discussions, warranties or covenants not specifically referred to or contained herein or attached hereto. No supplement, modification, termination in whole or in part, or waiver of this Agreement shall be binding unless executed in writing by the party to be bound thereby. No waiver of any of the provisions of this Agreement shall be deemed, or shall constitute, a waiver of any other provision hereof (whether or not similar), nor shall any such waiver constitute a continuing waiver unless otherwise expressly provided."
entire agreement,"This Agreement, together with the Exhibits hereto, constitutes and sets forth the entire agreement and understanding of the parties pertaining to the subject matter hereof, and there are no other prior or contemporaneous written or oral agreements, understandings, undertakings, negotiations, promises, discussions, warranties or covenants not specifically referred to or contained herein or attached hereto. No supplement, modification, termination in whole or in part, or waiver of this Agreement shall be binding unless executed in writing by the party to be bound thereby. No waiver of any of the provisions of this Agreement shall be deemed, or shall constitute, a waiver of any other provision hereof (whether or not similar), nor shall any such waiver constitute a continuing waiver unless otherwise expressly provided."
entire agreement,"This Agreement, together with the exhibits hereto, contains all representations and the entire understanding between the parties hereto with respect to the subject matter hereof. Any prior correspondence, memoranda or agreements (other than Confidentiality Agreements which shall survive the execution and delivery of this Agreement) are replaced in total by this Agreement and the exhibits hereto. The exhibits attached hereto are incorporated into this Agreement in their entirety by this reference."
entire agreement,"This Agreement (including the Recitals and Appendices hereto), the Asset Purchase Agreement, each Management Agreement and the Indemnity Agreement constitute the entire agreement among the Members regarding the subject matter hereof. This Agreement supersedes all prior written and oral statements (including the letter agreement dated November 7, 2000, between Fortress Investment Group LLC and Chelsea GCA Realty, Inc.), and no representation, statement, condition or warranty not contained in this Agreement shall be binding on the Members or have any force or effect whatsoever."
entire agreement,"This Agreement, together with the Exhibits hereto, constitutes and sets forth the entire agreement and understanding of the parties pertaining to the subject matter hereof, and there are no other prior or contemporaneous written or oral agreements, understandings, undertakings, negotiations, promises, discussions, warranties or covenants not specifically referred to or contained herein or attached hereto. No supplement, modification, termination in whole or in part, or waiver of this Agreement shall be binding unless executed in writing by the party to be bound thereby. No waiver of any of the provisions of this Agreement shall be deemed, or shall constitute, a waiver of any other provision hereof (whether or not similar), nor shall any such waiver constitute a continuing waiver unless otherwise expressly provided."
entire agreement,"This Agreement sets forth the entire agreement and understanding between the parties and supersedes all proposals, commitments, writings, negotiations, discussions, agreements and understandings, oral or written, of every kind and nature between them concerning the subject matter hereof. This Agreement may not be amended or otherwise modified except in a writing signed by both parties hereto and by the holders of a majority in principal amount of the outstanding New Notes. No discharge of the terms hereof shall be deemed valid unless by full performance by the parties or by a writing signed by the parties. A waiver by any party of any breach or violation of any this Agreement shall not be deemed or construed as a waiver of any other breach or violation hereof."
entire agreement,"This Agreement constitutes the entire agreement of the parties with respect to the subject matter hereof, and supersedes and terminates any and all prior agreements or contracts, oral or written, entered into between the parties relating to the subject matter hereof (although the parties acknowledge that on or about the Effective Date they may execute separate agreements dealing with, for example, software licenses, internet data center hosting services, and the “distribution” of expedia.com in msn.com, and nothing contained in this Agreement will be deemed to nullify any provisions of such license, internet service provider or carriage or other agreements). Each party acknowledges that there are no warranties, representations, covenants or understandings of any kind, manner or description whatsoever by either party to the other with respect to the premises except as expressly set forth herein."
entire agreement,"This Sixth Amendment, the Credit Agreement as amended by this Sixth Amendment and the other Loan Documents embody the entire agreement and understanding among the parties hereto and supersede any and all prior agreements and understandings between the parties hereto relating to the subject matter hereof."
entire agreement,This Agreement and the Related Agreements constitute the entire agreement between the parties with respect to the subject matter hereof and this Agreement supersedes all prior agreements or understandings of the parties relating thereto.
entire agreement,"This Agreement, together with the agreements referred to herein, contain the entire agreement of the parties relating to the subject matter hereof.  This Agreement may be modified or discharged only by an agreement in writing signed by the party against whom enforcement of any modification or discharge is sought."
entire agreement,"This Agreement constitutes the entire agreement between the parties and supersedes all prior agreements and understandings, whether written or oral, relating to the subject matter of this Agreement."
entire agreement,"This Agreement, including the Schedules and Exhibits referred to herein and the other writings specifically identified herein or contemplated hereby, is complete, reflects the entire agreement of the parties with respect to its subject matter, and supersedes all previous written or oral negotiations, commitments and writings.  No promises, representations, understandings, warranties and agreements have been made by any of the parties hereto except as referred to herein or in such Schedules and Exhibits or in such other writings; and all inducements to the making of this Agreement and the transactions contemplated hereby which were relied upon by either party hereto have been expressed herein or in such Schedules or Exhibits or in such other writings."
entire agreement,This Agreement constitutes the entire understanding and agreement of the parties hereto with respect to the subject matter hereof.
entire agreement,"This Agreement constitutes the entire agreement of the parties hereto and supersedes in their entirety all prior representations, understandings, undertakings or agreements (whether oral or written and whether expressed or implied) of the parties with respect to the subject matter hereof."
entire agreement,"This Agreement, the Schedules, the Exhibits and the certificates specifically referred to herein or required to be delivered pursuant to the terms hereof represent the entire agreement of the parties hereto with respect to the subject matter hereof superseding all prior agreements, understandings, discussions, negotiations and commitments of any kind other than the Confidentiality Agreement dated April 17, 2000, between ATP and Gill. This Agreement may not be amended or supplemented, nor may any rights hereunder be waived, except in a writing signed by each of the parties affected thereby."
entire agreement,"This Agreement supersedes any and all other agreements, either oral or in writing, between the parties with respect to the subject matter of this Agreement and contains all of the covenants and agreements between the parties with respect thereto. Each party to this Agreement acknowledges that no other representations, inducements, promises, or agreements, oral or otherwise, have been made by any party, or anyone acting on behalf of any party, which are not set forth herein, and that no other agreement, statement, or promise not contained in this Agreement shall be valid or binding on either party."
entire agreement,"This Agreement, together with the other documents and instruments given in connection herewith, including the Notes and the Fee Letter, embodies the entire agreement and understanding among the Borrower, the Banks and the Agent and supersedes all prior or contemporaneous agreements and understandings of such Persons, verbal or written, relating to the subject matter hereof and thereof."
entire agreement,This Agreement contains the entire understanding of the parties in respect of the subject matter and supersedes and replaces in full all prior written or oral agreements and understandings between the parties with respect to such subject matters.
entire agreement,"This Agreement represents the entire agreement of the parties with respect to the subject matter hereof and shall supersede any and all previous contracts, arrangements or understandings between the parties hereto with respect to the subject matter hereof."
entire agreement,"This Agreement comprises the entire understanding between the parties with respect to its subject matters and supersedes any previous communications, representations, or agreements, whether oral or written. For purposes of construction, this Agreement will be deemed to have been drafted by both parties.  No modification of this Agreement will be binding on either party unless in writing and signed by an authorized representative of each party."
entire agreement,"This Agreement, together with the Exhibits hereto, sets forth the entire agreement and understanding between the parties as to the subject matter hereof and merges all prior discussions and negotiations between them. Neither of the parties shall be bound by any conditions, definitions, warranties, understandings or representations with respect to such subject matter other than as expressly provided herein or as duly set forth on or subsequent to the date hereof in writing and signed by a proper and duly authorized officer or representative of each party."
entire agreement,This agreement supersedes any and all other oral or written agreements or policies made relating to the subject matter hereof and constitutes the entire agreement of the parties relating to the subject matter hereof.
entire agreement,This Agreement constitutes the entire understanding and agreement of the parties hereto with respect to the subject matter hereof.
entire agreement,"This Agreement constitutes the entire agreement among the Family Shareholders, the Investors and the Company relative to the subject matter hereof and supersedes any previous agreements or negotiations among the parties, provided that the ""lock-up"" letter agreements delivered by the Family Shareholders to Inter-Him, N.V. shall not be superseded by this Agreement."
entire agreement,"This Agreement and any agreements referred to in this Agreement, sets forth the entire understanding and agreement between the parties with respect to the subject matter hereof and supersedes all other oral or written representations and understandings. This Agreement may only be modified by a writing signed by Randall and TeraGlobal."
entire agreement,"This Agreement constitutes the entire agreement of the parties hereto and supersedes in their entirety all prior representations, understandings, undertakings or agreements (whether oral or written and whether expressed or implied) of the parties with respect to the subject matter hereof."
waiver,Any term or provision of this Agreement may be waived at any time by the party entitled to the benefit thereof by a written instrument duly executed by such party.
waiver,"No waiver by the Secured Creditor of any default shall operate as a waiver of any other default or of the same default on a future occasion. No delay or omission on the part of the Secured Creditor in exercising any right or remedy shall operate as a waiver thereof, and no single or partial exercise by the Secured Creditor of any right or remedy shall include any other or further exercise thereof or the exercise of any other right or remedy. The Debtor further waives all notices whatsoever that the Debtor may be entitled to under any contract or statute including presentment, notice of dishonor, protest or notice of protest."
waiver,"At any time prior to the Effective Time, the parties hereto, by action taken or authorized by their respective Boards of Directors, may, to the extent legally allowed, (i) extend the time for the performance of any of the obligations or other acts of the other parties hereto, (ii) waive any inaccuracies in the representations and warranties contained herein or in any document delivered pursuant hereto and (iii) waive compliance with any of the agreements or conditions contained herein. Any agreement on the part of a party hereto to any such extension or waiver shall be valid only if set forth in a written instrument signed on behalf of such party. The failure of any party to this Agreement to assert any of its rights under this Agreement or otherwise shall not constitute a waiver of those rights."
waiver,"This letter amendment shall not be changed, modified or amended in any respect except by the mutual written agreement of the parties hereto. Any provision of this letter amendment may be waived in writing by the party which is entitled to the benefits thereof. No waiver of any provision of this letter amendment shall be deemed to, or shall constitute a waiver of, any other provision hereof or thereof (whether or not similar), nor shall any such waiver constitute a continuing waiver."
waiver,"The rights and remedies of the parties to this Agreement are cumulative and not alternative. Neither the failure nor any delay by any party in exercising any right, power, or privilege under this Agreement or the documents referred to in this Agreement will operate as a waiver of such right, power, or privilege, and no single or partial exercise of any such right, power, or privilege will preclude any other or further exercise of such right, power, or privilege or the exercise of any other right, power, or privilege. To the maximum extent permitted by applicable law, (a) no claim or right arising out of this Agreement or the documents referred to in this Agreement can be discharged by one party, in whole or in part, by a waiver or renunciation of the claim or right unless in writing signed by the other party; (b) no waiver that may be given by a party will be applicable except in the specific instance for which it is given; and (c) no notice to or demand on one party will be deemed to be a waiver of any obligation of such party or of the right of the party giving such notice or demand to take further action without notice or demand as provided in this Agreement or the documents referred to in this Agreement."
waiver,Any waiver by either party of its rights hereunder shall be valid only if set forth in an instrument in writing signed by such party thereby.
waiver,"No waiver of any provision hereof shall be effective unless made in writing and signed by the waiving party. The failure of any party to require the performance of any term or obligation of this Agreement, or the waiver by any party of any breach of this Agreement, shall not prevent any subsequent enforcement of such term or obligation or be deemed a waiver of any subsequent breach."
waiver,"No provision of this Agreement shall be modified, waived or discharged unless the modification, waiver or discharge is agreed to in writing and signed by the Employee and by an authorized officer of the Company (other than the Employee).  No waiver by either party of any breach of, or of compliance with, any condition or provision of this Agreement by the other party shall be considered a waiver of any other condition or provision or of the same condition or provision at another time."
waiver,"FINOVA hereby waives Borrower's duty to comply with the minimum Tangible Net Worth and Liquidity financial covenants set forth in Section 6.1.13 of the Loan Agreement and Schedule. As a result, the default letter dated January 31, 2001, from FINOVA to Borrower is hereby rescinded. In addition, FINOVA hereby waives Borrower's duties to comply with the covenants set forth in Section 6.2 of the Loan Agreement and Schedule (Advances, Existing Guaranties, Capital Expenditures, Compensation and Indebtedness for Borrowed Money) and all of the Reporting Requirements set forth on Exhibit A to the Loan Agreement."
waiver,Failure by Tenant to notify Landlord of Tenant's election to exercise the Option to Renew Lease herein granted within the time limits set forth for such exercise shall constitute a waiver of such Option to Renew Lease. Tenant shall only be entitled to exercise its Option to Renew Lease as to all of the Premises.
waiver,No waiver of any default shall operate as a waiver of any other default or of the same default on a future occasion.  All rights and remedies of Bank hereunder shall be cumulative and shall be in addition to any other right and remedy given hereunder or now or hereafter existing at law or in equity or by statute.
waiver,"No waiver of any provision hereof shall be effective unless made in writing and signed by the waiving party. The failure of any party to require the performance of any term or obligation of this Agreement, or the waiver by any party of any breach of this Agreement, shall not prevent any subsequent enforcement of such term or obligation or be deemed a waiver of any subsequent breach."
waiver,"No waiver of any provision hereof shall be effective unless made in writing and signed by the waiving party. The failure of any party to require the performance of any term or obligation of this Agreement, or the waiver by any party of any breach of this Agreement, shall not prevent any subsequent enforcement of such term or obligation or be deemed a waiver of any subsequent breach."
waiver,"No waiver of any provision hereof shall be effective unless made in writing and signed by the waiving party. The failure of any party to require the performance of any term or obligation of this Agreement, or the waiver by any party of any breach of this Agreement, shall not prevent any subsequent enforcement of such term or obligation or be deemed a waiver of any subsequent breach."
waiver,"This Agreement may not be modified, amended or waived in any manner except by an instrument in writing signed by both parties hereto.  The waiver by either party of compliance with any provision of this Agreement by the other party shall not operate or be construed as a waiver of any other provision of this Agreement, or of any subsequent breach by such party of a provision of this Agreement."
waiver,"If either party should waive any breach of any provisions of this Agreement, he or it shall not thereby be deemed to have waived any preceding or succeeding breach of the same or any other provision of this Agreement."
waiver,"A waiver by either party of any of the terms and conditions of this Agreement in any instance shall not be deemed or construed to be a waiver of such term or condition for the future, or of any subsequent breach hereof. All rights, remedies, undertakings, obligations and agreements contained in this Agreement shall be cumulative and none of them shall be in limitation of any other remedy, right, undertaking, obligation or agreement of either party."
waiver,"No provision of this Agreement shall be modified, waived or discharged unless the modification, waiver or discharge is agreed to in writing and signed by the Employee and by an authorized officer of the Company (other than the Employee).  No waiver by either party of any breach of, or of compliance with, any condition or provision of this Agreement by the other party shall be considered a waiver of any other condition or provision or of the same condition or provision at another time."
waiver,"This Agreement contains the entire agreement between the parties with respect to the subject matter hereof and may be amended, modified or changed only by a written instrument executed by the Executive and the Company. No provision of this Agreement may be waived except by a writing executed and delivered by the party sought to be charged. Any such written waiver will be effective only with respect to the event or circumstance described therein and not with respect to any other event or circumstance, unless such waiver expressly provides to the contrary."
waiver,"No waiver of any provision hereof shall be effective unless made in writing and signed by the waiving party. The failure of any party to require the performance of any term or obligation of this Agreement, or the waiver by any party of any breach of this Agreement, shall not prevent any subsequent enforcement of such term or obligation or be deemed a waiver of any subsequent breach."
waiver,No waiver of any default shall operate as a waiver of any other default or of the same default on a future occasion.  All rights and remedies of Bank hereunder shall be cumulative and shall be in addition to any other right and remedy given hereunder or now or hereafter existing at law or in equity or by statute.
waiver,"At any time prior to the Effective Time, the parties hereto, by action taken or authorized by their respective Boards of Directors, may, to the extent legally allowed, (a) extend the time for the performance of any of the obligations or other acts of the other parties hereto, (b) waive any inaccuracies in the representations and warranties contained herein or in any document delivered pursuant hereto and (c) waive compliance with any of the agreements or conditions contained herein. Any agreement on the part of a party hereto to any such extension or waiver shall be valid only if set forth in a written instrument signed on behalf of such party. The failure of any party to this Agreement to assert any of its rights under this Agreement or otherwise shall not constitute a waiver of those rights."
waiver,"No waiver of any provision hereof shall be effective unless made in writing and signed by the waiving party. The failure of any party to require the performance of any term or obligation of this Agreement, or the waiver by any party of any breach of this Agreement, shall not prevent any subsequent enforcement of such term or obligation or be deemed a waiver of any subsequent breach."
waiver,"The provisions of this Agreement may be waived only in a writing signed by the party against whom such waiver is sought to be enforced. The failure of either party, at any time or times, to require performance of any provision hereof shall in no manner affect such party's right to enforce the same provision at a later time. No waiver by either party of any condition, or the breach of any term, agreement or covenant in this Agreement, whether by conduct or otherwise, in any one or more instances, shall be construed as a further or continuing waiver of any such condition or breach or waiver of any other condition or breach of any other term, agreement or covenant of this Agreement."
waiver,"The provisions of this Agreement may be waived only in a writing signed by the party against whom such waiver is sought to be enforced. The failure of either party, at any time or times, to require performance of any provision hereof shall in no manner affect such party's right to enforce the same provision at a later time. No waiver by either party of any condition, or the breach of any term, agreement or covenant in this Agreement, whether by conduct or otherwise, in any one or more instances, shall be construed as a further or continuing waiver of any such condition or breach or waiver of any other condition or breach of any other term, agreement or covenant of this Agreement."
waiver,"No failure or delay on the part of any party in exercising any right, power, or privilege hereunder or under any of the documents delivered in connection with this Agreement shall operate as a waiver of such right, power, or privilege; nor shall any single or partial exercise of any such right, power, or privilege preclude any other or future exercise thereof or the exercise of any other right, power, or privilege."
waiver,"If this Agreement is terminated pursuant to Section 10.1 , all further obligations of the parties under or pursuant to this Agreement shall terminate. If any of the conditions set forth in Section 8.1 of this Agreement have not been satisfied, G-P and the Company may nevertheless elect to waive such conditions and proceed with the consummation of the transactions contemplated hereby. If any of the conditions set forth in Section 8.2 of this Agreement have not been satisfied, WTM and CSK may nevertheless elect to waive such conditions and proceed with the consummation of the transactions contemplated hereby. Notwithstanding anything contained herein, the election by a party hereto to terminate this Agreement pursuant to Section 10.1 shall not in any way affect the rights of such party against the other parties for any breach or default under this Agreement."
waiver,The waiver of the breach of any provision of this Agreement shall not operate or be construed as a waiver of any subsequent breach of the same or other provision hereof.
waiver,"At any time prior to the Effective Time, the parties hereto, by action taken or authorized by their respective Boards of Directors, may, to the extent legally allowed, (i) extend the time for the performance of any of the obligations or other acts of the other parties hereto, (ii) waive any inaccuracies in the representations and warranties contained herein or in any document delivered pursuant hereto and (iii) waive compliance with any of the agreements or conditions contained herein. Any agreement on the part of a party hereto to any such extension or waiver shall be valid only if set forth in a written instrument signed on behalf of such party. The failure of any party to this Agreement to assert any of its rights under this Agreement or otherwise shall not constitute a waiver of those rights."
waiver,Any term or provision of this Agreement may be waived at any time by the party entitled to the benefit thereof by a written instrument duly executed by such party.
waiver,"No waiver by the Secured Creditor of any default shall operate as a waiver of any other default or of the same default on a future occasion. No delay or omission on the part of the Secured Creditor in exercising any right or remedy shall operate as a waiver thereof, and no single or partial exercise by the Secured Creditor of any right or remedy shall include any other or further exercise thereof or the exercise of any other right or remedy. The Debtor further waives all notices whatsoever that the Debtor may be entitled to under any contract or statute including presentment, notice of dishonor, protest or notice of protest."
waiver,"No amendment or waiver of any provision of this Agreement or consent to departure therefrom shall be effective unless in writing and signed by Parent, the Stockholder and the Company, in the case of an amendment, or by the party which is the beneficiary of any such provision, in the case of a waiver or a consent to depart therefrom."
waiver,"The provisions of this Agreement may be waived only in a writing signed by the party against whom such waiver is sought to be enforced. The failure of either party, at any time or times, to require performance of any provision hereof shall in no manner affect such party's right to enforce the same provision at a later time. No waiver by either party of any condition, or the breach of any term, agreement or covenant in this Agreement, whether by conduct or otherwise, in any one or more instances, shall be construed as a further or continuing waiver of any such condition or breach or waiver of any other condition or breach of any other term, agreement or covenant of this Agreement."
waiver,"This Agreement may be modified or amended only by a writing signed by both parties hereto. No delay or failure on the part of either party in exercising any right or remedy under this Agreement or any other Loan Document will operate as a waiver of such right or any other right. A waiver given on one occasion will not be construed as a bar to, or as a waiver of, any right or remedy on any future occasion."
waiver,"The validity, construction and performance of this Note will be governed by the internal laws of the State of California, excluding that body of law pertaining to conflicts of law. Borrower hereby waives presentment, notice of non-payment, notice of dishonor, protest, demand and diligence."
waiver,"The provisions of this Agreement may be waived only in a writing signed by the party against whom such waiver is sought to be enforced. The failure of either party, at any time or times, to require performance of any provision hereof shall in no manner affect such party's right to enforce the same provision at a later time. No waiver by either party of any condition, or the breach of any term, agreement or covenant in this Agreement, whether by conduct or otherwise, in any one or more instances, shall be construed as a further or continuing waiver of any such condition or breach or waiver of any other condition or breach of any other term, agreement or covenant of this Agreement."
waiver,Any waiver by either Party of a breach of any provision of this Consulting Agreement shall not operate as or be construed to be a waiver of any other breach of that provision or of any breach of any other provision of this Consulting Agreement. The failure of a Party to insist upon strict adherence to any term of this Consulting Agreement on one or more occasions will not be considered a waiver or deprive that Party of the right thereafter to insist upon adherence to that term of any other term of this Consulting Agreement.
waiver,"Purchaser or Seller, as the case may be, reserves the right to waive, in whole or in part, any provision hereof which is for the benefit of the party so waiving, including without limitation any condition precedent under Paragraph 12 hereof."
waiver,"Failure of either party to insist, in one or more instances, on performance by the other in strict accordance with the terms and conditions of this Agreement shall not be deemed a waiver or relinquishment of any right granted in this Agreement or the future performance of any such term or condition or of any other term or condition of this Agreement, unless such waiver is contained in a writing signed by the party making the waiver."
waiver,"This Agreement constitutes the entire agreement between the Parties pertaining to the subject matter contained in it and supersedes all prior and contemporaneous agreements, representations, and understandings of the Parties. The Recitals are incorporated as part of the Agreement. No supplement, modification, or amendment of this Agreement shall be binding unless executed in writing by all the Parties. No waiver of any of the provisions of this Agreement shall be deemed, or shall constitute, a waiver of any other provision, whether or not similar, nor shall any waiver constitute a continuing waiver. No waiver shall be binding unless executed in writing by the Party making the waiver."
notice,"All notices under this Security Agreement shall be in writing and along with all other documents permitted or required to be given under this Security Agreement shall be deemed to have been given, (i) in the case of delivery, when delivered to the address set forth in Section 22 below and addressed to the party involved, (ii) in the case of mailing, on the third (3rd) business day after said document has been deposited in the United States Mails, postage prepaid, and sent by certified or registered mail and addressed to the other party at the address as set forth in Section 22 below, and (iii) in all other cases when the same has been actually received by the other party. Either party hereto may change the address at which said notices are to be sent by the giving of notice of such change to the other party as set forth herein. In the event the Secured Creditor is a corporation, all notices sent to the Secured Creditor shall not be deemed to have been given unless they are given or sent to the attention of the Treasurer or Secretary of the Secured Creditor."
notice,"Subject to Section 7.3(g), written notice of each meeting, stating the place, day and hour of such meeting and in the case of a special meeting, the purpose or purposes for which such meeting is called, shall be delivered to each Member entitled to vote not less than five (5) days before such meeting."
notice,"Any notice that is required to be given by the parties to each other under the terms of this Agreement shall be in writing, addressed and delivered, or mailed postpaid to the other party at the principal place of business of such party."
notice,"Any notice that is required to be given by the parties to each other under the terms of this Agreement shall be in writing, addressed and delivered, or mailed postpaid to the other party at the principal place of business of such party."
notice,"Promptly after receipt of notice that a Proceeding has commenced, the Indemnitee will, if a claim is to be made under this Agreement, notify the Company of that fact.  The failure to notify the Company will not relieve it from any liability that it may have to the Indemnitee except to the extent of the Company’s material damage resulting from such failure."
